Time [mm:ss]	T [°C]	U [%r H]	Tu Cap [°C]
09:21.4     	13.93 	70.4    	14.26
09:22.2     	13.95 	70.3    	14.26
09:23.1     	13.98 	70.2    	14.26
09:24.0     	13.99 	70.2    	14.26
09:25.0     	13.99 	70.2    	14.27
09:25.9     	14.01 	70.2    	14.27
09:26.8     	14.01 	70.4    	14.27
09:27.6     	14.00 	70.8    	14.27
09:28.5     	13.97 	71.4    	14.28
09:29.4     	13.95 	71.7    	14.28
09:30.3     	13.93 	71.9    	14.28
09:31.2     	13.92 	72.1    	14.28
09:32.1     	13.86 	72.5    	14.28
09:33.0     	13.88 	72.1    	14.29
09:33.9     	13.88 	71.9    	14.29
09:34.8     	13.89 	71.5    	14.29
09:35.7     	13.89 	71.2    	14.29
09:36.6     	13.89 	71.1    	14.29
09:37.5     	13.90 	70.8    	14.30
09:38.4     	13.91 	70.7    	14.30
09:39.3     	13.92 	70.6    	14.30
09:40.2     	13.92 	70.7    	14.30
09:41.1     	13.95 	71.1    	14.30
09:42.0     	13.99 	71.4    	14.30
