Time [mm:ss]	T [°C]	U [%r H]	Tu Cap [°C]
06:22.6     	15.26 	62.5    	16.86
06:23.5     	15.17 	62.6    	16.82
06:24.5     	15.23 	63.9    	16.78
06:25.4     	15.37 	65.4    	16.75
06:26.3     	15.72 	67.1    	16.73
06:27.2     	15.78 	63.5    	16.71
06:28.1     	15.67 	64.1    	16.69
06:29.0     	15.92 	68.3    	16.68
06:29.9     	16.28 	70.0    	16.69
06:30.8     	16.28 	65.1    	16.68
06:31.6     	16.02 	62.0    	16.68
06:32.5     	15.68 	61.8    	16.67
06:33.4     	15.46 	61.9    	16.66
06:34.3     	15.39 	62.7    	16.65
06:35.2     	15.45 	65.5    	16.64
06:36.1     	15.80 	68.5    	16.64
06:37.0     	16.21 	68.4    	16.64
06:37.9     	16.42 	68.4    	16.66
06:38.8     	16.64 	68.1    	16.67
06:39.7     	16.68 	67.1    	16.70
06:40.6     	16.89 	67.5    	16.73
06:41.6     	16.88 	66.0    	16.70
06:42.4     	16.54 	62.8    	16.78
06:43.3     	16.34 	62.8    	16.80
06:44.2     	16.35 	64.6    	16.82
06:45.1     	16.36 	65.4    	16.85
06:46.4     	16.38 	66.3    	16.82
06:47.1     	16.38 	66.3    	16.80
06:47.3     	--    	--      	16.80
06:47.6     	--    	--      	--
06:47.8     	--    	--      	--
06:48.0     	--    	64.6    	--
06:48.6     	--    	64.6    	--
06:49.1     	--    	64.6    	--
06:49.3     	--    	64.6    	--
06:49.5     	16.63 	62.5    	16.99
06:50.4     	16.54 	65.3    	17.01
06:51.4     	16.76 	67.2    	17.03
06:52.3     	16.55 	62.5    	17.05
06:53.2     	16.38 	62.6    	17.06
06:54.1     	16.23 	62.4    	17.07
06:55.0     	16.12 	61.4    	17.08
06:55.8     	15.91 	60.7    	17.08
06:56.7     	15.92 	61.9    	17.08
06:57.6     	16.27 	66.3    	17.09
06:58.5     	16.58 	65.9    	17.10
06:59.4     	16.63 	67.0    	17.11
07:00.3     	16.87 	66.3    	17.12
07:01.2     	16.75 	63.2    	17.14
07:02.1     	16.67 	63.5    	17.15
07:03.0     	16.73 	64.2    	17.17
07:03.8     	16.83 	64.4    	17.18
07:04.9     	16.48 	60.8    	17.19
07:05.8     	16.09 	61.6    	17.19
07:07.1     	15.71 	62.5    	17.18
07:07.5     	15.86 	62.2    	17.17
07:08.4     	15.89 	63.3    	17.15
07:09.3     	16.01 	64.5    	17.14
07:10.2     	16.20 	65.3    	17.13
07:11.1     	16.48 	67.1    	17.14
07:11.9     	16.74 	67.9    	17.15
07:12.9     	16.93 	66.5    	17.17
07:13.8     	16.99 	65.9    	17.19
07:14.6     	16.93 	65.0    	17.21
07:15.5     	16.84 	64.1    	17.23
